group,neuron_count,hidden_neurons,max_edges,seed,generation,epoch_best_fitness,all_time_best_fitness,selection_best_fitness,mean_population_fitness,selection_mean_fitness,mean_active_synapses,active_edge_utilization,fitness_per_active_synapse,mean_hidden_edges,mean_hidden_edge_fraction,mean_direct_sensor_motor_fraction,sprout_count,prune_count,low_ltw_prune_count,ltw_mutation_count
low_ltw_pruning,32,20,256,42,1,7.0,7.0,7.0,-0.6876999735832214,-0.6876999735832214,10.42859935760498,0.040736716240644455,0.671231079070585,2.134500026702881,0.15817715227603912,0.8230056166648865,24706,420,0,40000
low_ltw_pruning,32,20,256,42,2,11.0,11.0,11.0,-0.5,-0.5,12.813799858093262,0.050053905695676804,0.8584494936568206,4.236199855804443,0.2761673629283905,0.6911215782165527,24614,1118,610,52321
low_ltw_pruning,32,20,256,42,3,12.0,12.0,12.0,-0.8924999833106995,-0.8924999833106995,15.04419994354248,0.058766406029462814,0.7976495955274004,6.210099697113037,0.3614453673362732,0.5959993004798889,24273,1741,1105,63955
low_ltw_pruning,32,20,256,42,4,13.0,13.0,13.0,-0.34379997849464417,-0.34379997849464417,17.131799697875977,0.06692109256982803,0.7588227874046273,8.03600025177002,0.42408740520477295,0.5256574153900146,23912,2352,1613,74879
low_ltw_pruning,32,20,256,42,5,11.0,13.0,11.0,-0.75409996509552,-0.75409996509552,19.33049964904785,0.07550976425409317,0.5690489226718886,9.98390007019043,0.4783298671245575,0.4650062322616577,23983,2902,2048,86112
low_ltw_pruning,32,20,256,42,6,12.0,13.0,12.0,-1.2705999612808228,-1.2705999612808228,21.383298873901367,0.08352851122617722,0.5611856276603877,11.80679988861084,0.5188941359519958,0.42034104466438293,23973,3396,2427,96628
low_ltw_pruning,32,20,256,42,7,14.0,14.0,14.0,-0.44839999079704285,-0.44839999079704285,23.465198516845703,0.09166093170642853,0.5966282360641176,13.619199752807617,0.5525946021080017,0.3824032247066498,23423,4005,2993,107617
low_ltw_pruning,32,20,256,42,8,13.0,14.0,13.0,-1.1607999801635742,-1.1607999801635742,25.378599166870117,0.0991351529955864,0.5122426149103824,15.31209945678711,0.5800350308418274,0.35145583748817444,23126,4586,3431,117623
low_ltw_pruning,32,20,256,42,9,15.0,15.0,15.0,-0.26999998092651367,-0.26999998092651367,27.18709945678711,0.10619960725307465,0.5517322663950212,16.909000396728516,0.6028534173965454,0.3250594735145569,23294,4933,3674,126755
low_ltw_pruning,32,20,256,42,10,13.0,15.0,13.0,-1.1190999746322632,-1.1190999746322632,29.044599533081055,0.11345546692609787,0.44758751055229157,18.55970001220703,0.622478187084198,0.3032935857772827,22914,5382,4036,136457
low_ltw_pruning,32,20,256,42,11,16.0,16.0,16.0,-0.5812000036239624,-0.5812000036239624,30.80340003967285,0.12032578140497208,0.5194231798890058,20.13409996032715,0.6396281123161316,0.2842159569263458,22766,5900,4406,145584
low_ltw_pruning,32,20,256,42,12,14.0,16.0,14.0,-0.5406999588012695,-0.5406999588012695,32.47489929199219,0.12685507535934448,0.43110218369336667,21.61389923095703,0.6534543037414551,0.26903417706489563,22833,6282,4816,154099
low_ltw_pruning,32,20,256,42,13,20.0,20.0,20.0,-0.406499981880188,-0.406499981880188,33.90299987792969,0.13243359327316284,0.5899182984400057,22.858999252319336,0.6636115312576294,0.25656574964523315,22363,6437,4850,161552
low_ltw_pruning,32,20,256,42,14,14.0,20.0,14.0,-1.0555000305175781,-1.0555000305175781,35.51390075683594,0.13872617483139038,0.39421183541222776,24.263599395751953,0.6739002466201782,0.24407601356506348,22306,6959,5317,169896
low_ltw_pruning,32,20,256,42,15,17.0,20.0,17.0,-1.01419997215271,-1.01419997215271,37.06279754638672,0.14477655291557312,0.4586809719024392,25.634599685668945,0.6834211945533752,0.23275108635425568,22098,7432,5634,177981
low_ltw_pruning,32,20,256,42,16,13.0,20.0,13.0,-1.227199912071228,-1.227199912071228,38.59479904174805,0.1507609337568283,0.33683294958830806,27.01089859008789,0.6924266219139099,0.22262978553771973,22034,7728,5916,185821
low_ltw_pruning,32,20,256,42,17,15.0,20.0,15.0,-0.937999963760376,-0.937999963760376,39.964500427246094,0.15611132979393005,0.37533310412091725,28.244598388671875,0.7001367807388306,0.21354377269744873,21772,7911,6015,192892
low_ltw_pruning,32,20,256,42,18,18.0,20.0,18.0,-0.5037999749183655,-0.5037999749183655,41.35490036010742,0.16154257953166962,0.43525676142998315,29.485599517822266,0.7071003913879395,0.2053583711385727,21803,8132,6202,199939
low_ltw_pruning,32,20,256,42,19,18.0,20.0,18.0,-0.11729999631643295,-0.11729999631643295,42.78030014038086,0.16711054742336273,0.4207544112812237,30.738698959350586,0.7131858468055725,0.19869954884052277,21681,8618,6487,207370
